Serial_number,document_id,URL,Credibility_rating,ad_count,ad_max_size,css_definitions,page_rank,bitly_clicks,bitly_referrers,tweets,delicious_bookmarks,fb_clicks,fb_comments,fb_likes,fb_shares,fb_total,alexa_linksin,alexa_rank,commas,dots,exclamations,questions,spelling_errors,text_complexity,smog,category,JJ,NN,DT,VB,RB,num_ne,sum_ne,document_url_y,X1,X2,X3,X4,X5,X9,Total,Leik,Eijk,Tastle,Leik 3 4 6,correction,resp_HNC,Controversial,troia_label
3948,6703764,http://www.atheists.org/content/billboards-2012?page=5,4.5,0.0,0.0,,5.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,16.0,23.0,1922.0,271050.0,11.0,13.0,2.0,6.0,10.0,3.544423018,11.20814326,religion,20.0,137.0,43.0,69.0,14.0,5.0,10.0,org,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.75,0.75,0.807354922,0.6,0.0,3,U,5.0
3949,6673240,http://www.the-idea-shop.com/article/47/thinking-about-prostitution,3.5,0.0,0.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,89.0,4474889.0,17.0,22.0,0.0,4.0,23.0,3.352846337,11.20814326,culture_politics,44.0,137.0,31.0,40.0,15.0,2.0,6.0,com,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.75,0.75,0.807354922,0.8,0.0,2,U,4.0
3950,6703765,http://www.atheists.org/cristina-rad-added-convention-speaker?page=5,4.0,0.0,0.0,537.0,5.0,0.0,0.0,0.0,0.0,0.0,15.0,48.0,2.0,65.0,1922.0,271050.0,15.0,12.0,1.0,0.0,19.0,2.840836349,15.90318901,religion,5.0,90.0,12.0,23.0,5.0,4.0,22.0,org,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2,U,4.0
3951,6703767,http://www.atheists.org/congressman-pete-stark-speak-2013-national-convention?page=8,4.5,0.0,0.0,537.0,5.0,0.0,0.0,0.0,0.0,,,,,,1922.0,266083.0,19.0,15.0,0.0,0.0,11.0,3.157829432,17.1224134,religion,18.0,112.0,21.0,36.0,13.0,5.0,22.0,org,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.75,0.75,0.807354922,0.6,0.0,3,U,3.0
3952,6703769,http://www.atheists.org/content/top-ten-atheist-myths?page=3,2.5,0.0,0.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,74.0,96.0,122.0,292.0,1990.0,236817.0,159.0,120.0,3.0,8.0,83.0,6.345088227,11.20814326,religion,193.0,778.0,213.0,428.0,150.0,4.0,13.0,org,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.75,0.75,0.807354922,0.8,0.0,2,U,2.0
3953,6673245,http://www.the-idea-shop.com/article/162/enron-death-by-free-market,4.5,0.0,0.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,7477673.0,69.0,106.0,0.0,0.0,108.0,4.745613215,13.0238668,culture_politics,182.0,582.0,166.0,252.0,89.0,10.0,77.0,com,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.75,0.75,0.807354922,0.6,0.0,3,U,5.0
3954,6673246,http://www.lmmanetwork.org/node/128,4.5,0.0,0.0,527.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,24839791.0,117.0,106.0,0.0,7.0,183.0,5.624378637,14.55459255,science_technology,218.0,934.0,215.0,354.0,95.0,10.0,98.0,org,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.75,0.75,0.807354922,0.6,0.0,3,U,5.0
3955,6673181,http://new.wellesley.edu/russianareastudies,4.5,0.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3815.0,104139.0,10.0,4.0,0.0,0.0,1.0,2.394365133,15.90318901,science_technology,13.0,47.0,14.0,8.0,2.0,2.0,7.0,edu,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.75,0.75,0.807354922,0.6,0.0,3,U,4.0
3956,6673420,http://www.nature.nps.gov/parkscience/index.cfm?ArticleID=579,4.5,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4274.0,15.0,18.0,0.0,1.0,12.0,2.653725526,13.0238668,science_technology,15.0,64.0,12.0,25.0,6.0,1.0,6.0,gov,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.75,0.75,0.807354922,0.6,0.0,3,U,4.0
3957,6673422,http://www.nature.nps.gov/multimedia/EOW04/index.cfm,5.0,0.0,0.0,449.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4563.0,2.0,11.0,1.0,0.0,3.0,2.276824443,13.0238668,science_technology,6.0,47.0,13.0,13.0,1.0,3.0,7.0,gov,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,3,U,1.0
3958,6673424,http://www.nature.nps.gov/climatechange/pacificislands.cfm,4.5,0.0,0.0,342.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4451.0,3.0,3.0,0.0,0.0,5.0,2.195687695,14.55459255,science_technology,8.0,38.0,7.0,12.0,2.0,2.0,2.0,gov,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.75,0.75,0.807354922,0.6,0.0,3,U,1.0
3959,6673152,http://aubreyherbert.blogspot.com/2006/03/congressman-gets-8-years-4-months-in.html,3.7142857142857135,3.0,96000.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-1.0,20.0,19.0,0.0,4.0,26.0,3.248073733,11.20814326,culture_politics,12.0,169.0,15.0,31.0,4.0,4.0,18.0,com,0.0,0.0,3.0,3.0,1.0,0.0,7.0,0.714285714,0.642857143,0.75263544,0.714285714,0.0,2,U,3.0
3960,6673153,http://aubreyherbert.blogspot.com/2006/07/why-liberty-will-win.html,4.0,3.0,96000.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-1.0,25.0,26.0,0.0,3.0,34.0,3.721826027,14.55459255,science_technology,33.0,169.0,43.0,41.0,21.0,4.0,10.0,com,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2,U,5.0
3961,6673159,http://web.indstate.edu/academics/majors/socialstudies.htm,4.0,0.0,0.0,31.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.0,96139.0,22.0,20.0,0.0,0.0,14.0,3.717209223,15.90318901,culture_politics,39.0,177.0,45.0,44.0,6.0,3.0,22.0,edu,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2,U,4.0
3962,6673163,http://www.fed-soc.org/publications/pgdetail/environmental-law-property-rights,3.5,0.0,0.0,304.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1196.0,786701.0,6.0,6.0,0.0,1.0,11.0,2.610147123,17.1224134,science_technology,12.0,51.0,16.0,26.0,9.0,2.0,4.0,org,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.75,0.75,0.807354922,0.8,0.0,2,U,4.0
3963,6673124,http://www.siam.org/prizes/policy.php,5.0,0.0,0.0,52.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2935.0,160811.0,24.0,19.0,0.0,0.0,13.0,4.007016802,18.24360595,science_technology,25.0,212.0,77.0,51.0,8.0,3.0,18.0,org,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,3,U,5.0
3964,6673384,http://www.voy.com/221042/,2.6666666666666665,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2829.0,26617.0,14.0,31.0,0.0,0.0,14.0,4.086976358,13.0238668,culture_politics,28.0,156.0,29.0,66.0,8.0,4.0,6.0,com,2.0,1.0,1.0,1.0,1.0,0.0,6.0,0.333333333,0.166666667,0.368037108,0.4,-1.0,C,C,1.0
3965,6673167,http://www.fed-soc.org/aboutus/page/junior-faculty-workshops-request-for-proposals,5.0,0.0,0.0,304.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1108.0,789672.0,15.0,12.0,0.0,0.0,11.0,2.948156042,17.1224134,culture_politics,22.0,81.0,22.0,34.0,8.0,1.0,1.0,org,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,3,U,3.0
3966,6673169,http://world.mediamonitors.net/World-Wide/U.S.A,4.5,6.0,65520.0,270.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,1548109.0,30.0,85.0,2.0,4.0,73.0,4.191701197,14.55459255,unknown,70.0,292.0,74.0,83.0,26.0,8.0,28.0,net,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.75,0.75,0.807354922,0.6,0.0,3,U,1.0
3967,6673170,http://world.mediamonitors.net/content/view/full/10005,4.0,8.0,65520.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,1273635.0,117.0,108.0,8.0,13.0,122.0,5.80363709,13.0238668,unknown,157.0,717.0,234.0,245.0,77.0,8.0,113.0,net,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2,U,3.0
3968,6673128,http://www.mbr-pwrc.usgs.gov/bbs/alaska/tmpala.html,4.333333333333333,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2827.0,0.0,5.0,0.0,0.0,415.0,3.606987725,54.54381647,science_technology,46.0,644.0,1.0,83.0,,6.0,33.0,gov,0.0,0.0,1.0,2.0,3.0,0.0,6.0,0.666666667,0.666666667,0.72914542,0.533333333,0.0,3,U,2.0
3969,6703636,http://www.attachmentparenting.org/support/articles/artjointcustody.php,4.0,6.0,96000.0,52.0,3.0,23.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1459.0,362086.0,26.0,38.0,0.0,3.0,16.0,4.239941284,11.20814326,culture_politics,67.0,262.0,66.0,127.0,36.0,1.0,6.0,org,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2,U,3.0
3970,6673149,http://www.ces.fau.edu/education/teachers/coet/curriculum2011,4.5,0.0,0.0,1631.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32544.0,1.0,6.0,0.0,4.0,6.0,2.972679768,14.55459255,science_technology,21.0,69.0,34.0,22.0,3.0,3.0,4.0,edu,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.75,0.75,0.807354922,0.6,0.0,3,U,5.0
3971,6703637,http://www.attachmentparenting.org/parentingtopics/divorcecustodyblendedfamilies.php,4.5,5.0,96000.0,52.0,4.0,4.0,3.0,4.0,0.0,0.0,5.0,4.0,6.0,15.0,1459.0,362086.0,7.0,10.0,0.0,0.0,14.0,2.720691781,17.1224134,culture_politics,8.0,69.0,12.0,14.0,3.0,2.0,8.0,org,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.75,0.75,0.807354922,0.6,0.0,3,U,4.0
3972,6703654,http://www.fitnessmagazine.com/recipes/quick-recipes/dinner/fat-fighting-meals-7-flat-belly-dinner-recipes/,4.5,4.0,75000.0,1286.0,4.0,245.0,20.0,163.0,5.0,0.0,182.0,525.0,630.0,1337.0,4103.0,6059.0,30.0,20.0,0.0,2.0,11.0,3.383735746,8.841846275,business,28.0,137.0,31.0,32.0,7.0,1.0,2.0,com,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.75,0.75,0.807354922,0.6,0.0,3,U,5.0
3973,6673154,http://aubreyherbert.blogspot.com/2005/01/washington-great-dancer-great-horseman.html,4.0,3.0,96000.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-1.0,38.0,34.0,1.0,0.0,35.0,3.919738793,14.55459255,science_technology,43.0,262.0,55.0,67.0,8.0,10.0,50.0,com,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.5,0.166666667,0.584962501,0.4,-1.0,C,U,4.0
3974,6673261,http://www.tinyvital.com/Weather/StormChase/arizona99.htm,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,16456564.0,11.0,30.0,0.0,0.0,16.0,3.595308541,8.841846275,arts_entertainment,21.0,149.0,68.0,54.0,16.0,6.0,9.0,com,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.5,0.166666667,0.584962501,0.4,-1.0,C,U,5.0
3975,6703791,http://health.yahoo.com/experts/dayinhealth/best-workouts-stay-young,4.0,5.0,75000.0,1984.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,69.0,37.0,129.0,1.0,4.0,32.0,14.0,0.0,0.0,19.0,3.558809601,17.1224134,health,59.0,176.0,31.0,63.0,27.0,3.0,12.0,com,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2,U,3.0
3976,6673267,http://www.worldwideschool.org/library/catalogs/bytitle-aaaatop.html,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1034.0,1568708.0,40.0,16.0,0.0,0.0,22.0,3.76644108,14.55459255,arts_entertainment,45.0,181.0,70.0,73.0,11.0,5.0,24.0,org,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.75,0.75,0.807354922,0.6,0.0,3,U,4.0
3977,6673271,http://www.waronwant.org/news/press-releases/17603-adidas-reels-under-olympics-sweatshops-protests,4.0,0.0,0.0,589.0,3.0,3.0,2.0,9.0,0.0,0.0,0.0,2.0,4.0,6.0,979.0,673381.0,19.0,23.0,0.0,0.0,28.0,3.769615829,15.90318901,culture_politics,35.0,243.0,53.0,81.0,11.0,9.0,34.0,org,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2,U,3.0
3978,6703783,http://healthyimmunity.com/products/Love-lube-personal-lubricant.asp,3.0,0.0,0.0,158.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,133.0,1082614.0,23.0,18.0,0.0,1.0,36.0,3.465995985,17.1224134,health,34.0,153.0,14.0,48.0,13.0,3.0,5.0,com,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.5,0.166666667,0.584962501,0.6,0.0,2,U,2.0
3979,6673230,http://www.freemasonrywatch.org/hate.debate.michael.coren.html,1.6666666666666667,18.0,96000.0,0.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,920.0,505602.0,26.0,35.0,1.0,0.0,16.0,3.787413541,11.20814326,culture_politics,54.0,212.0,51.0,100.0,34.0,4.0,15.0,org,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.666666667,0.444444444,0.629656229,0.733333333,0.0,1,U,1.0
3980,6673264,http://www.worldwideschool.org/library/catalogs/bysubject-socl-customsetiquettefolklore.html,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,966.0,2395860.0,4.0,4.0,0.0,0.0,1.0,2.260444663,11.20814326,arts_entertainment,9.0,31.0,15.0,13.0,3.0,1.0,1.0,org,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,3,U,3.0
3981,6703792,http://health.yahoo.com/health/chronic-pain/knee-pain,4.0,5.0,75000.0,3835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,10.0,1.0,4.0,42.0,72.0,0.0,2.0,10.0,4.954313438,11.20814326,health,92.0,391.0,121.0,178.0,34.0,4.0,23.0,com,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.5,0.166666667,0.584962501,0.4,-1.0,C,U,3.0
3982,6673281,http://www.csuchico.edu/sfin/payment-info/deadlines/spring.shtml,5.0,0.0,0.0,542.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5053.0,56022.0,4.0,5.0,0.0,0.0,0.0,2.404994524,13.0238668,business,9.0,33.0,7.0,22.0,1.0,1.0,3.0,edu,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,3,U,3.0
3983,6673297,http://www.heartland.org/publications,3.5,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3498.0,159717.0,25.0,10.0,0.0,0.0,8.0,3.011664701,15.90318901,business,23.0,110.0,19.0,22.0,7.0,3.0,5.0,org,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.75,0.75,0.807354922,0.8,0.0,2,U,5.0
3984,6673305,http://www.gmu.edu/accessibility/employeeservices.html,5.0,0.0,0.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22918.0,14757.0,12.0,18.0,0.0,0.0,9.0,3.560215763,17.1224134,health,18.0,155.0,31.0,37.0,4.0,2.0,20.0,edu,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,3,U,1.0
3985,6703853,http://www.bonusfamilies.com/bonus-donations.php,3.5,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,5816452.0,11.0,22.0,1.0,1.0,14.0,3.053050513,13.0238668,culture_politics,16.0,120.0,15.0,40.0,4.0,4.0,5.0,com,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.75,0.75,0.807354922,0.8,0.0,2,U,2.0
3986,6673183,http://new.wellesley.edu/academics/wellesleyx/faq,5.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,5.0,20.0,10.0,35.0,3917.0,94146.0,36.0,43.0,1.0,16.0,76.0,5.122886302,13.0238668,science_technology,83.0,407.0,91.0,175.0,39.0,6.0,45.0,edu,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,3,U,5.0
3987,6673184,http://new.wellesley.edu/news/2013/02/node/33064,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3892.0,96136.0,37.0,20.0,0.0,4.0,27.0,3.77808206,15.90318901,culture_politics,41.0,241.0,47.0,38.0,9.0,6.0,39.0,edu,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,3,U,1.0
3988,6673194,http://www.bps.go.id/eng/aboutus.php?inflasi=1,4.5,0.0,0.0,230.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2550.0,56196.0,18.0,26.0,0.0,0.0,257.0,4.56829032,17.1224134,science_technology,9.0,462.0,9.0,30.0,3.0,7.0,35.0,id,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.75,0.75,0.807354922,0.6,0.0,3,U,4.0
3989,6703646,http://spas.about.com/od/spaphotogallery/ig/Spa-of-Colonial-Williamsburg/index.htm,4.5,4.0,94080.0,2082.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,64.0,5.0,8.0,0.0,0.0,2.0,2.463414342,11.20814326,unknown,8.0,55.0,11.0,14.0,,4.0,6.0,com,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.75,0.75,0.807354922,0.6,0.0,3,U,5.0
3990,6673687,http://www.cato-unbound.org/2008/11/24/steven-horwitz/unintended-corporatism/,4.5,0.0,0.0,87.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1238.0,972722.0,25.0,19.0,0.0,0.0,27.0,3.877916551,14.55459255,culture_politics,47.0,169.0,53.0,98.0,32.0,2.0,14.0,org,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.75,0.75,0.807354922,0.6,0.0,3,U,5.0
3991,6900427,http://mathforum.org/workshops/nctm2010/mathpath.html,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8053.0,26253.0,4.0,7.0,1.0,0.0,5.0,2.460161204,14.55459255,science_technology,10.0,59.0,12.0,21.0,5.0,1.0,3.0,org,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2,U,4.0
3992,6900015,http://www.swtor.com/info/news/news-article/20121211,4.5,0.0,0.0,1679.0,3.0,1.0,1.0,9.0,0.0,0.0,3.0,3.0,6.0,12.0,5300.0,3472.0,10.0,15.0,4.0,0.0,14.0,3.282829544,11.20814326,gaming,26.0,135.0,28.0,33.0,6.0,1.0,3.0,com,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.75,0.75,0.807354922,0.6,0.0,3,U,5.0
3993,6703645,http://spas.about.com/lr/beautiful_skin/14125/4/,2.5,3.0,65520.0,2128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,63.0,10.0,41.0,0.0,5.0,8.0,3.824550172,8.841846275,health,32.0,157.0,28.0,37.0,4.0,3.0,7.0,com,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.75,0.75,0.807354922,0.8,0.0,2,U,1.0
3994,6703729,http://www.latestbeauty.com/blog/view/4358/home_remedies_for_frizzy_hair,3.5,2.0,96000.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,1875476.0,9.0,17.0,2.0,0.0,2.0,3.519119565,8.841846275,business,30.0,130.0,38.0,57.0,23.0,2.0,14.0,com,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.75,0.75,0.807354922,0.8,0.0,2,U,3.0
3995,6900026,http://www.squidoo.com/1957-chevrolet-nomad-station-wagon,4.0,12.0,75000.0,2419.0,3.0,290.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175110.0,334.0,3.0,6.0,0.0,0.0,7.0,2.393362958,11.20814326,recreation,9.0,38.0,18.0,15.0,6.0,,,com,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2,U,4.0
3996,6703660,http://www.bluesuitmom.com/health/sleep_hygiene.html,5.0,2.0,65520.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.0,1245834.0,44.0,33.0,3.0,2.0,45.0,4.129112387,8.841846275,arts_entertainment,40.0,255.0,57.0,103.0,36.0,6.0,18.0,com,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,3,U,5.0
3997,6673346,http://www.ihs.com/products/chemical/planning/china/linear-alkylbenzenes.aspx,5.0,0.0,0.0,1254.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2975.0,39450.0,2.0,6.0,0.0,0.0,6.0,2.312145371,11.20814326,computer_internet,6.0,37.0,9.0,16.0,6.0,1.0,3.0,com,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,3,U,5.0
3998,6673197,http://www.bps.go.id/eng/menutab.php?tabel=1&kat=1&id_subyek=12,4.5,0.0,0.0,429.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2498.0,54983.0,59.0,27.0,0.0,0.0,22.0,4.298636295,17.1224134,culture_politics,34.0,258.0,34.0,89.0,8.0,8.0,22.0,id,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.75,0.75,0.807354922,0.6,0.0,3,U,5.0
3999,6703629,http://www.gfcfdiet.com/CondimentsAdditives.htm,4.5,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,9.0,448.0,1721611.0,18.0,26.0,7.0,0.0,50.0,4.275003181,14.55459255,business,51.0,409.0,39.0,93.0,20.0,9.0,19.0,com,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.75,0.75,0.807354922,0.6,0.0,3,U,1.0
4000,6673198,http://www.citizensunited.org/press-releases.aspx?article=6714,4.0,1.0,3900.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,965135.0,4.0,11.0,0.0,2.0,14.0,2.472068601,8.841846275,culture_politics,6.0,60.0,12.0,23.0,1.0,4.0,11.0,org,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.5,0.166666667,0.584962501,0.4,-1.0,C,U,2.0
4001,6703659,http://www.bluesuitmom.com/career/business/homeoffice.html,3.5,2.0,96000.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.0,1054186.0,27.0,42.0,2.0,0.0,14.0,3.978998784,11.20814326,computer_internet,51.0,285.0,50.0,99.0,35.0,5.0,7.0,com,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.75,0.75,0.807354922,0.8,0.0,2,U,2.0
4002,6673201,http://www.citizensunited.org/latest-updates.aspx,4.5,1.0,3900.0,210.0,4.0,0.0,0.0,3.0,0.0,0.0,64.0,135.0,28.0,227.0,428.0,964805.0,20.0,21.0,0.0,0.0,9.0,3.087930533,14.55459255,culture_politics,27.0,125.0,33.0,38.0,14.0,5.0,13.0,org,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.75,0.75,0.807354922,0.6,0.0,3,U,5.0
4003,6703661,http://www.bluesuitmom.com/health/holistic/,3.5,2.0,96000.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.0,1069191.0,5.0,5.0,0.0,0.0,7.0,2.107402334,15.90318901,health,12.0,36.0,3.0,6.0,,1.0,2.0,com,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.75,0.75,0.807354922,0.8,0.0,2,U,2.0
4004,6673247,http://www.lmmanetwork.org/getinvolved,4.5,0.0,0.0,532.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,46.0,24826417.0,9.0,10.0,1.0,4.0,13.0,3.12829489,11.20814326,computer_internet,10.0,139.0,20.0,21.0,6.0,2.0,7.0,org,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.75,0.75,0.807354922,0.6,0.0,3,U,5.0
4005,6673253,http://www.cpcml.ca/OPF2012/OPF02025.HTM,2.5,0.0,0.0,33.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,877051.0,177.0,251.0,3.0,5.0,298.0,7.736278921,14.55459255,culture_politics,380.0,2249.0,640.0,844.0,162.0,9.0,287.0,ca,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.75,0.75,0.807354922,0.8,0.0,2,U,2.0
4006,6703922,http://www.nurturingourfamilies.com/spirited/websites_spirited.html,4.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,24.0,-1.0,5.0,15.0,1.0,0.0,7.0,2.54283806,8.841846275,culture_politics,11.0,44.0,12.0,23.0,8.0,,,com,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.75,0.75,0.807354922,0.6,0.0,3,U,1.0
4007,6703664,http://www.tobaccofree.org/news%20articles/2004-09-22%20Globe%20and%20Mail%20Canada/2004-09022%20Globe%20and%20Mail%20Canada%20-%20US%20Fed%20lawsuit.htm?DENIED=1&brand=,5.0,2.0,75000.0,619.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0,2026472.0,36.0,66.0,0.0,1.0,51.0,4.107798698,15.90318901,law_crime,49.0,345.0,91.0,117.0,25.0,10.0,66.0,org,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,3,U,4.0
